Time(hr)	Mass Accretion Ratio
0.0	0.0
0.29300000000000004	0.0
0.61745	0.0
0.95504	0.0
1.2924	0.0
1.6277	0.0
1.9568	0.0
2.2902	0.0
2.6252	0.0
2.9565	0.0
3.2898	0.0
3.6181	0.0
3.9516	0.0
4.2784	0.0
4.6091	0.0
4.9316	0.0
5.2614	0.0
5.5877	0.0
5.9131	0.0
6.2441	0.0
6.5794	0.0
6.9164	0.0
7.2365	0.0
7.5715	0.0
7.9012	0.0
8.2213	0.0
8.5509	0.0
8.8781	0.0
9.203	0.0
9.5033	0.0
9.8217	0.0
10.121	0.0
10.437000000000001	0.0
10.742	0.0
11.045	0.0
11.354	0.0
11.683	0.0
12.012	0.0
12.314	0.0
12.629	0.0
12.947	0.0
13.269	0.0
13.589	0.0
13.904	0.0
14.222999999999999	0.0
14.548000000000002	0.0
14.878	0.0
15.203	0.0
15.522	0.0
15.814	0.0
16.103	0.0
16.397	0.0
16.698	0.0
17.019	0.0
17.344	0.0
17.675	0.0
18.006999999999998	0.0
18.338	0.0
18.668	0.0
18.997999999999998	0.0
19.323999999999998	0.0
19.657	0.0
19.993000000000002	0.0
20.322	0.0
20.653000000000002	0.0
20.979999999999997	0.0
21.313	0.0
21.648	0.0
21.978	0.0
22.305999999999997	0.0
22.635	0.0
22.963	0.0
23.296999999999997	0.0
23.63	0.0
23.967	0.0
24.298000000000002	0.0
24.627	0.0
24.952	0.0
25.284	0.0
25.616	0.0
25.948999999999998	0.0
26.284	0.0
26.621000000000002	0.0
26.951999999999998	0.0
27.284000000000002	0.0
27.613	0.0
27.949	0.0
28.279999999999998	0.0
28.599	0.0
28.931	0.0
29.262999999999998	0.0
29.599000000000004	0.0
29.937	0.0
30.275	0.0
30.612	0.0
30.952	0.0
31.288999999999998	0.0
31.636000000000003	0.0
31.983999999999998	0.0
32.328	0.0
32.668	0.0
33.008	0.0
33.346000000000004	0.0
33.685	0.0
34.025	0.0
34.36	0.0
34.698	0.0
35.04	0.0
35.385	0.0
35.729	0.0
36.072	0.0
36.416	0.0
36.757	0.0
37.092999999999996	0.0
37.435	0.0
37.772999999999996	0.0
38.11	0.0
38.449	0.0
38.791000000000004	0.0
39.131	0.0
39.469	0.0
39.809	0.0
40.15	0.0
40.487	0.0
40.824999999999996	0.0
41.163	0.0
41.5	0.0
41.84	0.0
42.181	0.0
42.519	0.0
42.855	0.0
43.199	0.0
43.541	0.0
43.882000000000005	0.0
44.225	0.0
44.569	0.0
44.911	0.0
45.254000000000005	0.0
45.599	0.0
45.938	0.0
46.277	0.0
46.623000000000005	0.0
46.969	0.0
47.31099999999999	0.0
47.653	0.0
47.989	0.0
48.327	0.0
48.671	0.0
49.010999999999996	0.0
49.347	0.0
