Time(hr)	Mass Accretion Ratio
0.0	0.0
0.30486	0.0
0.6068600000000001	0.0
0.9055	0.057777777777777775
1.207	0.04666666666666667
1.4959	0.06222222222222222
1.7794	0.10666666666666667
2.0797	0.11333333333333333
2.3752	0.14666666666666667
2.6658	0.15777777777777777
2.9364	0.15555555555555556
3.2268	0.1622222222222222
3.5144	0.16666666666666666
3.7733	0.1688888888888889
4.0135	0.1688888888888889
4.2492	0.17333333333333334
4.4918	0.1711111111111111
4.7083	0.17333333333333334
4.8913	0.17333333333333334
5.0778	0.17333333333333334
5.2895	0.17333333333333334
5.4821	0.17555555555555555
5.6969	0.17777777777777778
5.9153	0.17777777777777778
6.1087	0.17777777777777778
6.307	0.17777777777777778
6.4897	0.17777777777777778
6.6737	0.17777777777777778
6.8602	0.17777777777777778
7.0449	0.17777777777777778
7.2445	0.17777777777777778
7.4502	0.17555555555555555
7.6698	0.17777777777777778
7.8815	0.17777777777777778
8.078	0.17777777777777778
8.2792	0.17777777777777778
8.4707	0.17777777777777778
8.6591	0.17777777777777778
8.8543	0.17777777777777778
9.0469	0.17777777777777778
9.236	0.17777777777777778
9.4251	0.17777777777777778
9.6132	0.17777777777777778
9.8008	0.17777777777777778
9.993	0.17777777777777778
10.186	0.17777777777777778
10.383	0.17777777777777778
10.564	0.17777777777777778
10.747	0.2
10.936	0.24666666666666667
11.121	0.2511111111111111
11.303	0.25555555555555554
11.484000000000002	0.2577777777777778
11.674	0.28444444444444444
11.888000000000002	0.29777777777777775
12.072000000000001	0.3088888888888889
12.283	0.33111111111111113
12.477	0.3688888888888889
12.651	0.41555555555555557
12.816	0.4488888888888889
12.981	0.48444444444444446
13.144	0.52
13.306000000000001	0.5577777777777778
13.467	0.6022222222222222
13.613	0.6044444444444445
13.762	0.62
13.924000000000001	0.6266666666666667
14.101999999999999	0.6488888888888888
14.283999999999999	0.6644444444444444
14.465	0.6644444444444444
14.63	0.68
14.802999999999999	0.6822222222222222
14.968	0.7088888888888889
15.132000000000001	0.7177777777777777
15.3	0.7355555555555555
15.468	0.7377777777777778
15.638000000000002	0.7488888888888889
15.804	0.7533333333333333
15.972999999999999	0.7666666666666667
16.141000000000002	0.7755555555555556
16.307000000000002	0.7866666666666666
16.475	0.7911111111111111
16.637	0.8022222222222222
16.798	0.8111111111111111
16.965	0.8133333333333334
17.125999999999998	0.8155555555555556
17.293	0.82
17.462	0.8222222222222222
17.628999999999998	0.8288888888888889
17.795	0.8333333333333334
17.96	0.8377777777777777
18.131	0.8377777777777777
18.293	0.84
18.455	0.84
18.614	0.8422222222222222
18.776	0.8422222222222222
18.939	0.8444444444444444
19.099999999999998	0.8422222222222222
19.261	0.8422222222222222
19.421	0.8422222222222222
19.583	0.8422222222222222
19.747	0.8422222222222222
19.915	0.8488888888888889
20.084	0.8488888888888889
20.25	0.8511111111111112
20.415	0.8533333333333334
20.581999999999997	0.8533333333333334
20.749	0.8533333333333334
20.918	0.8511111111111112
21.084999999999997	0.8533333333333334
21.251	0.8555555555555555
21.418	0.8533333333333334
21.581000000000003	0.8555555555555555
21.744	0.8533333333333334
21.907999999999998	0.8511111111111112
22.07	0.8511111111111112
22.235999999999997	0.8511111111111112
22.401	0.8511111111111112
22.567	0.8511111111111112
22.732	0.8488888888888889
22.898	0.8511111111111112
23.066	0.8511111111111112
23.233999999999998	0.8511111111111112
23.397000000000002	0.8511111111111112
23.561999999999998	0.8533333333333334
23.729	0.8555555555555555
23.896	0.8533333333333334
24.064999999999998	0.8533333333333334
24.232	0.8511111111111112
24.399	0.8555555555555555
24.567	0.8555555555555555
24.733	0.8577777777777778
24.903	0.8577777777777778
25.07	0.8577777777777778
25.236	0.8555555555555555
25.404	0.8555555555555555
25.569000000000003	0.8533333333333334
25.735	0.8533333333333334
25.899	0.8555555555555555
26.063000000000002	0.8555555555555555
26.232000000000003	0.8555555555555555
26.399	0.8577777777777778
26.567	0.8555555555555555
26.734	0.8533333333333334
26.902	0.8533333333333334
27.07	0.8511111111111112
27.240000000000002	0.8555555555555555
27.408	0.8555555555555555
27.576	0.8577777777777778
27.743000000000002	0.8577777777777778
