Time(hr)	Mass Accretion Ratio
0.0	0.0
0.462	0.3422594142259414
0.9013	0.6426778242677824
1.313	0.9188284518828452
1.6645	0.9974895397489539
2.0304	0.998326359832636
2.3621	0.9966527196652719
2.8123	0.99581589958159
3.2992	0.9966527196652719
3.7895	0.99581589958159
4.2953	0.9966527196652719
4.821	0.99581589958159
5.3252	0.9966527196652719
5.8563	0.99581589958159
6.3985	0.9966527196652719
6.9318	0.99581589958159
7.4802	0.99581589958159
8.0485	0.99581589958159
8.6041	0.99581589958159
9.1486	0.99581589958159
9.7228	0.99581589958159
10.304	0.99581589958159
10.88	0.99581589958159
11.467	0.99581589958159
12.036999999999999	0.99581589958159
12.629999999999999	0.99581589958159
13.232	0.99581589958159
13.85	0.99581589958159
14.457	0.99581589958159
15.06	0.99581589958159
15.67	0.99581589958159
16.279	0.99581589958159
16.897	0.99581589958159
17.497	0.99581589958159
18.081	0.99581589958159
18.688	0.99581589958159
19.285	0.99581589958159
19.88	0.99581589958159
20.489	0.99581589958159
21.061999999999998	0.99581589958159
21.671999999999997	0.99581589958159
22.285	0.99581589958159
22.895	0.99581589958159
23.489	0.99581589958159
24.104	0.99581589958159
24.703	0.99581589958159
25.314	0.99581589958159
25.915	0.99581589958159
26.537000000000003	0.99581589958159
27.151	0.99581589958159
27.764000000000003	0.99581589958159
28.386999999999997	0.99581589958159
29.007	0.99581589958159
29.622	0.99581589958159
30.213	0.99581589958159
30.821	0.99581589958159
31.421	0.99581589958159
32.012	0.99581589958159
32.606	0.99581589958159
33.197	0.99581589958159
33.783	0.99581589958159
34.375	0.99581589958159
34.983	0.99581589958159
35.579	0.99581589958159
36.201	0.99581589958159
36.81	0.99581589958159
37.418	0.99581589958159
38.019	0.99581589958159
38.612	0.99581589958159
39.215	0.99581589958159
39.802	0.99581589958159
40.396	0.99581589958159
41.007999999999996	0.99581589958159
41.619	0.99581589958159
42.225	0.99581589958159
42.82899999999999	0.99581589958159
43.438	0.99581589958159
44.04899999999999	0.99581589958159
44.656000000000006	0.99581589958159
45.246	0.99581589958159
45.861999999999995	0.99581589958159
46.468999999999994	0.99581589958159
47.066	0.99581589958159
47.675	0.99581589958159
48.278999999999996	0.99581589958159
48.903999999999996	0.99581589958159
49.523	0.99581589958159
50.147000000000006	0.99581589958159
50.776	0.99581589958159
51.402	0.99581589958159
52.022000000000006	0.99581589958159
52.635	0.99581589958159
53.26	0.99581589958159
53.887	0.99581589958159
54.513	0.99581589958159
55.132000000000005	0.99581589958159
55.754999999999995	0.99581589958159
56.368	0.99581589958159
56.991	0.99581589958159
57.604	0.99581589958159
58.233	0.99581589958159
58.866	0.99581589958159
59.498	0.99581589958159
60.133	0.99581589958159
60.772000000000006	0.99581589958159
61.396	0.99581589958159
62.021	0.99581589958159
62.653999999999996	0.99581589958159
63.265	0.99581589958159
63.894000000000005	0.99581589958159
64.517	0.99581589958159
65.144	0.99581589958159
65.779	0.99581589958159
66.41499999999999	0.99581589958159
67.03999999999999	0.99581589958159
67.657	0.99581589958159
68.272	0.99581589958159
68.884	0.99581589958159
69.49600000000001	0.99581589958159
70.111	0.99581589958159
70.73400000000001	0.99581589958159
71.36999999999999	0.99581589958159
72.004	0.99581589958159
72.615	0.99581589958159
73.255	0.99581589958159
73.902	0.99581589958159
74.536	0.99581589958159
75.174	0.99581589958159
75.816	0.99581589958159
76.445	0.99581589958159
77.078	0.99581589958159
77.72	0.99581589958159
78.361	0.99581589958159
78.988	0.99581589958159
79.627	0.99581589958159
80.265	0.99581589958159
80.898	0.99581589958159
81.537	0.99581589958159
82.173	0.99581589958159
82.802	0.99581589958159
83.436	0.99581589958159
84.075	0.99581589958159
84.71000000000001	0.99581589958159
85.342	0.99581589958159
85.976	0.99581589958159
86.609	0.99581589958159
87.258	0.99581589958159
87.911	0.99581589958159
88.56700000000001	0.99581589958159
89.225	0.99581589958159
