Time(hr)	Mass Accretion Ratio
0.0	0.0
0.48840000000000006	0.0
1.0097	0.007531380753138075
1.5313	0.03682008368200837
2.0427	0.052719665271966525
2.5506	0.07280334728033473
3.0487	0.07112970711297072
3.5475	0.07196652719665272
4.0448	0.06778242677824267
4.557	0.0694560669456067
5.0577	0.06443514644351464
5.5754	0.06443514644351464
6.125	0.06694560669456066
6.6757	0.06276150627615062
7.2271	0.06610878661087866
7.7867	0.06359832635983263
8.3579	0.06527196652719665
8.92	0.06527196652719665
9.5092	0.06443514644351464
10.051000000000002	0.07280334728033473
10.599	0.07280334728033473
11.158	0.07280334728033473
11.709	0.07280334728033473
12.283	0.07280334728033473
12.84	0.07280334728033473
13.38	0.07280334728033473
13.956	0.07280334728033473
14.558	0.07364016736401674
15.155000000000001	0.07364016736401674
15.75	0.07364016736401674
16.343	0.07364016736401674
16.934	0.07364016736401674
17.527	0.07364016736401674
18.058	0.09456066945606695
18.592	0.1280334728033473
19.114	0.1799163179916318
19.628	0.200836820083682
20.083000000000002	0.2317991631799163
20.569000000000003	0.2669456066945607
21.05	0.2719665271966527
21.523	0.2878661087866109
22.01	0.3138075313807531
22.508	0.3179916317991632
23.01	0.33472803347280333
23.509999999999998	0.5372384937238494
24.03	0.5196652719665272
24.512999999999998	0.6661087866108787
24.987	0.6903765690376569
25.487000000000002	0.701255230125523
25.939999999999998	0.699581589958159
26.32	0.695397489539749
26.744	0.693723849372385
27.271	0.693723849372385
27.807	0.6912133891213389
28.361	0.6887029288702929
28.891	0.6887029288702929
29.451	0.6903765690376569
30.016	0.693723849372385
30.588	0.694560669456067
31.153	0.6928870292887029
31.717	0.694560669456067
32.273	0.694560669456067
32.86	0.693723849372385
33.438	0.693723849372385
34.0	0.6895397489539749
34.596000000000004	0.6878661087866109
35.188	0.6870292887029289
35.768	0.6895397489539749
36.347	0.693723849372385
36.944	0.6962343096234309
37.54	0.695397489539749
38.128	0.6962343096234309
38.724	0.695397489539749
39.331	0.694560669456067
39.943	0.6920502092050209
40.546	0.6870292887029289
41.154	0.6853556485355649
41.757999999999996	0.6870292887029289
42.361000000000004	0.6903765690376569
42.971000000000004	0.699581589958159
43.571999999999996	0.700418410041841
44.166999999999994	0.699581589958159
44.763999999999996	0.6970711297071129
45.366	0.6962343096234309
45.985	0.6928870292887029
46.586999999999996	0.6870292887029289
47.169	0.6828451882845188
47.782	0.6836820083682008
48.39	0.6878661087866109
48.994	0.700418410041841
49.608999999999995	0.7020920502092051
50.224000000000004	0.703765690376569
50.836	0.701255230125523
51.448	0.6962343096234309
52.06	0.6903765690376569
52.667	0.6845188284518828
53.278999999999996	0.6811715481171549
53.874	0.6794979079497908
54.486	0.6928870292887029
55.089	0.700418410041841
55.702	0.7062761506276151
56.318	0.7062761506276151
56.92700000000001	0.705439330543933
57.539	0.697907949790795
58.146	0.6912133891213389
58.763	0.6836820083682008
59.375	0.6811715481171549
59.989	0.6786610878661088
60.602999999999994	0.695397489539749
61.219	0.699581589958159
61.828	0.7096234309623431
62.398999999999994	0.7096234309623431
62.977999999999994	0.7079497907949791
63.571	0.700418410041841
64.126	0.695397489539749
64.697	0.6912133891213389
65.255	0.6811715481171549
65.81	0.6786610878661088
66.352	0.6845188284518828
66.885	0.700418410041841
67.45599999999999	0.7020920502092051
68.057	0.7112970711297071
68.664	0.7104602510460251
69.278	0.7087866108786611
69.88000000000001	0.701255230125523
70.503	0.695397489539749
71.132	0.6878661087866109
71.75099999999999	0.6803347280334728
